,ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
5582,5582,32,technician,married,tertiary,no,514,yes,no,unknown,20,may,414,2,-1,0,unknown,no
7445,7445,33,services,single,secondary,no,406,yes,no,cellular,5,feb,61,1,275,1,failure,no
6793,6793,40,blue-collar,married,secondary,no,475,yes,no,unknown,5,may,332,2,-1,0,unknown,no
8560,8560,33,management,married,tertiary,no,133,yes,no,unknown,26,may,308,4,-1,0,unknown,no
2558,2558,43,admin.,married,secondary,no,132,no,no,cellular,19,aug,574,1,84,3,success,yes
11063,11063,38,management,married,tertiary,no,590,no,no,cellular,31,jul,49,2,-1,0,unknown,no
229,229,38,blue-collar,married,primary,no,5839,yes,no,unknown,4,jun,984,2,-1,0,unknown,yes
4003,4003,29,unemployed,single,secondary,no,1055,no,no,cellular,23,sep,427,1,603,1,failure,yes
8533,8533,36,technician,single,tertiary,no,268,no,no,cellular,29,aug,54,12,-1,0,unknown,no
4723,4723,30,admin.,married,secondary,no,396,yes,no,cellular,13,may,366,3,348,2,failure,yes
7986,7986,53,blue-collar,married,primary,no,4641,no,no,unknown,16,jun,356,2,-1,0,unknown,no
4045,4045,59,technician,married,secondary,no,1,no,no,cellular,14,oct,585,1,182,5,success,yes
6630,6630,45,entrepreneur,divorced,tertiary,no,1273,yes,yes,cellular,20,nov,206,2,162,3,failure,no
6744,6744,34,blue-collar,single,secondary,no,79,no,yes,cellular,20,nov,104,1,-1,0,unknown,no
7227,7227,31,technician,single,secondary,no,40,no,no,cellular,7,aug,123,2,-1,0,unknown,no
3277,3277,71,retired,divorced,secondary,no,0,no,no,cellular,26,feb,771,1,171,1,success,yes
720,720,44,technician,single,secondary,no,7138,no,no,cellular,8,aug,809,2,-1,0,unknown,yes
8708,8708,52,admin.,married,primary,no,204,no,no,cellular,19,aug,123,2,-1,0,unknown,no
9896,9896,34,management,divorced,tertiary,no,500,yes,no,unknown,29,may,399,1,-1,0,unknown,no
5985,5985,35,management,married,tertiary,no,1471,yes,yes,cellular,13,aug,236,3,-1,0,unknown,no
6686,6686,29,blue-collar,married,secondary,no,246,yes,no,cellular,28,jul,194,5,-1,0,unknown,no
1030,1030,32,blue-collar,single,primary,no,121,yes,no,cellular,20,nov,758,1,-1,0,unknown,yes
218,218,27,management,single,secondary,no,178,yes,no,unknown,3,jun,732,2,-1,0,unknown,yes
10253,10253,40,technician,married,secondary,no,7313,yes,no,cellular,18,nov,241,2,182,1,failure,no
1905,1905,31,admin.,single,tertiary,no,355,yes,no,cellular,12,may,609,1,-1,0,unknown,yes
4479,4479,40,management,single,tertiary,no,3840,yes,no,cellular,24,sep,232,2,409,2,success,yes
9457,9457,40,services,married,secondary,no,9374,yes,no,cellular,21,nov,7,8,185,1,failure,no
6733,6733,52,management,married,secondary,no,5193,no,no,cellular,23,apr,477,2,-1,0,unknown,no
6048,6048,55,unemployed,married,secondary,no,512,no,no,cellular,28,jan,70,1,-1,0,unknown,no
1442,1442,33,technician,single,secondary,no,719,yes,no,cellular,9,apr,448,2,316,6,failure,yes
2964,2964,31,admin.,single,secondary,no,4198,no,no,cellular,25,nov,234,1,-1,0,unknown,yes
9041,9041,37,technician,married,primary,no,0,yes,no,unknown,6,may,76,4,-1,0,unknown,no
11117,11117,54,management,married,tertiary,no,184,no,no,cellular,6,feb,13,6,-1,0,unknown,no
7737,7737,46,self-employed,married,tertiary,no,137,yes,yes,unknown,5,may,246,1,-1,0,unknown,no
1919,1919,47,blue-collar,married,primary,no,4227,yes,no,cellular,13,may,659,1,-1,0,unknown,yes
3951,3951,33,admin.,single,secondary,no,555,yes,no,cellular,9,sep,204,1,365,1,success,yes
6289,6289,56,technician,married,secondary,no,0,yes,yes,cellular,29,apr,152,1,223,3,other,no
9004,9004,47,management,married,tertiary,no,0,no,no,cellular,19,aug,213,2,-1,0,unknown,no
105,105,31,admin.,single,secondary,no,431,yes,yes,unknown,20,may,1045,1,-1,0,unknown,yes
5489,5489,43,unemployed,married,secondary,no,775,no,no,cellular,14,aug,98,1,106,1,failure,no
2008,2008,32,services,married,secondary,no,38,yes,no,cellular,15,may,744,1,-1,0,unknown,yes
1805,1805,39,technician,divorced,tertiary,yes,3,no,no,cellular,6,may,488,1,-1,0,unknown,yes
9404,9404,31,admin.,single,secondary,no,387,yes,no,cellular,13,may,228,2,370,1,failure,no
4825,4825,57,blue-collar,married,secondary,no,2887,no,no,cellular,21,aug,819,10,-1,0,unknown,yes
4762,4762,58,unemployed,married,secondary,no,687,yes,no,cellular,30,apr,341,2,-1,0,unknown,yes
5730,5730,50,management,married,tertiary,no,6739,yes,no,cellular,14,jul,68,3,-1,0,unknown,no
10596,10596,42,blue-collar,married,primary,no,0,yes,yes,cellular,7,may,209,2,-1,0,unknown,no
1563,1563,28,student,single,secondary,no,0,no,no,cellular,20,apr,185,1,-1,0,unknown,yes
1448,1448,32,blue-collar,married,secondary,no,759,yes,no,cellular,9,apr,317,5,-1,0,unknown,yes
5396,5396,55,retired,married,tertiary,no,357,yes,no,cellular,11,aug,526,1,103,1,failure,no
7263,7263,40,blue-collar,married,secondary,no,1508,no,no,cellular,3,nov,177,2,85,3,failure,no
4552,4552,20,student,single,secondary,no,153,no,no,unknown,21,jun,100,1,-1,0,unknown,yes
4962,4962,27,self-employed,single,tertiary,no,168,no,no,cellular,12,nov,123,1,196,1,success,yes
7055,7055,29,self-employed,single,tertiary,no,16,yes,no,unknown,6,may,43,1,-1,0,unknown,no
10240,10240,35,unemployed,single,secondary,no,2116,yes,no,cellular,13,may,409,2,-1,0,unknown,no
6307,6307,29,admin.,single,secondary,no,488,yes,no,cellular,4,jun,105,1,-1,0,unknown,no
4998,4998,34,admin.,married,tertiary,no,79,yes,no,cellular,5,aug,203,1,92,5,success,yes
7184,7184,47,blue-collar,married,primary,no,3038,yes,no,cellular,14,jul,151,2,-1,0,unknown,no
7446,7446,40,blue-collar,married,primary,no,104,yes,no,unknown,26,may,470,2,-1,0,unknown,no
3422,3422,22,services,single,secondary,no,129,no,no,cellular,15,apr,218,2,181,1,success,yes
6112,6112,41,admin.,married,secondary,no,683,no,yes,cellular,20,nov,77,1,-1,0,unknown,no
2880,2880,67,retired,divorced,secondary,no,704,no,no,cellular,3,nov,537,1,-1,0,unknown,yes
882,882,30,self-employed,married,tertiary,no,1785,no,no,unknown,17,oct,235,1,-1,0,unknown,yes
3542,3542,29,admin.,single,secondary,no,1070,yes,no,unknown,19,may,30,1,357,1,other,yes
2442,2442,66,retired,married,tertiary,no,3,no,no,cellular,6,aug,550,1,-1,0,unknown,yes
11082,11082,37,management,single,tertiary,no,1449,no,no,unknown,3,jun,291,1,-1,0,unknown,no
4923,4923,25,technician,married,tertiary,no,839,yes,no,cellular,18,may,700,3,-1,0,unknown,yes
2531,2531,62,management,married,tertiary,no,557,no,no,cellular,14,aug,185,1,-1,0,unknown,yes
8580,8580,31,management,married,tertiary,no,0,yes,no,cellular,4,may,108,2,167,1,failure,no
1517,1517,40,services,divorced,primary,no,471,yes,no,cellular,16,apr,1156,1,345,2,failure,yes
9133,9133,40,technician,married,tertiary,no,103,yes,no,unknown,8,may,135,2,-1,0,unknown,no
8892,8892,58,technician,married,secondary,no,116,no,no,unknown,16,jun,580,3,-1,0,unknown,no
4657,4657,34,admin.,married,tertiary,no,142,yes,no,cellular,13,may,459,1,-1,0,unknown,yes
6948,6948,38,admin.,divorced,secondary,no,0,yes,no,cellular,21,jul,93,1,-1,0,unknown,no
7781,7781,51,management,married,primary,yes,57,yes,yes,unknown,8,may,61,1,-1,0,unknown,no
8243,8243,33,technician,single,tertiary,no,2565,yes,no,cellular,13,may,128,2,-1,0,unknown,no
11130,11130,46,unemployed,married,secondary,no,594,no,no,cellular,4,feb,197,2,-1,0,unknown,no
1808,1808,31,technician,single,secondary,no,53,yes,yes,cellular,6,may,530,1,-1,0,unknown,yes
8961,8961,59,retired,married,primary,no,574,no,no,cellular,18,aug,197,6,-1,0,unknown,no
7245,7245,41,technician,single,secondary,no,769,no,yes,cellular,20,nov,222,4,98,4,other,no
10590,10590,37,technician,single,secondary,no,363,yes,no,cellular,21,nov,39,4,182,3,failure,no
10819,10819,34,management,divorced,tertiary,no,70,yes,no,unknown,22,jul,5,1,701,6,other,no
4019,4019,29,services,single,secondary,no,1934,no,no,cellular,29,sep,271,1,-1,0,unknown,yes
5505,5505,32,management,single,tertiary,no,0,no,no,cellular,22,aug,360,2,-1,0,unknown,no
1856,1856,42,management,married,tertiary,no,4,yes,no,cellular,8,may,579,2,295,1,success,yes
7506,7506,34,technician,married,tertiary,no,5547,yes,no,cellular,19,aug,73,6,-1,0,unknown,no
535,535,35,technician,married,tertiary,no,328,yes,no,cellular,22,jul,654,2,-1,0,unknown,yes
6206,6206,40,services,married,secondary,no,0,yes,no,cellular,21,nov,43,1,185,2,failure,no
2324,2324,26,admin.,married,secondary,no,1595,no,no,cellular,15,jun,155,1,105,1,failure,yes
2601,2601,43,management,single,tertiary,no,1696,yes,no,cellular,26,aug,257,1,474,3,failure,yes
1723,1723,49,entrepreneur,single,secondary,no,5802,no,no,cellular,30,apr,618,2,-1,0,unknown,yes
3069,3069,28,self-employed,single,tertiary,no,1579,no,no,cellular,13,jan,163,1,91,3,failure,yes
7163,7163,41,admin.,single,secondary,no,224,yes,no,cellular,12,may,22,8,-1,0,unknown,no
1376,1376,24,student,single,secondary,no,1250,no,no,cellular,25,mar,411,2,-1,0,unknown,yes
4042,4042,62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,216,1,183,4,success,yes
1786,1786,35,entrepreneur,married,secondary,no,2971,no,no,cellular,4,may,429,4,164,2,failure,yes
4595,4595,45,management,single,tertiary,no,2048,yes,no,cellular,18,oct,310,1,804,1,failure,yes
280,280,59,retired,married,unknown,no,1033,no,no,unknown,11,jun,1199,1,-1,0,unknown,yes
9244,9244,27,services,single,secondary,no,194,yes,no,unknown,16,may,326,1,-1,0,unknown,no
7875,7875,35,admin.,single,tertiary,no,1374,yes,no,cellular,15,may,319,1,-1,0,unknown,no
5367,5367,27,student,single,secondary,no,3754,no,no,cellular,15,mar,106,3,98,1,other,no
4759,4759,33,admin.,single,secondary,no,607,no,no,cellular,27,feb,110,2,-1,0,unknown,yes
4290,4290,54,services,divorced,secondary,no,0,no,no,cellular,18,mar,362,1,290,3,success,yes
10811,10811,57,unemployed,married,tertiary,no,209,no,no,unknown,19,jun,453,1,-1,0,unknown,no
4170,4170,45,services,single,primary,no,1893,yes,no,unknown,3,jun,1259,6,-1,0,unknown,yes
7765,7765,26,unemployed,single,secondary,no,461,no,no,cellular,28,jan,214,1,-1,0,unknown,no
5138,5138,29,self-employed,single,tertiary,no,476,yes,no,cellular,18,may,427,1,-1,0,unknown,yes
6188,6188,39,blue-collar,married,primary,no,275,yes,no,unknown,16,jun,189,2,-1,0,unknown,no
6194,6194,44,management,divorced,tertiary,no,0,no,no,unknown,6,jun,373,1,-1,0,unknown,no
4667,4667,41,management,divorced,tertiary,no,1757,no,no,cellular,22,apr,314,1,239,13,failure,yes
2151,2151,37,admin.,married,secondary,no,1967,no,no,cellular,27,may,242,1,212,1,success,yes
1534,1534,29,technician,single,secondary,no,674,no,no,cellular,17,apr,170,5,-1,0,unknown,yes
2055,2055,33,admin.,single,secondary,no,1277,yes,no,cellular,18,may,827,1,-1,0,unknown,yes
9816,9816,48,blue-collar,married,primary,no,783,no,yes,cellular,6,aug,90,2,-1,0,unknown,no
2371,2371,30,unemployed,married,tertiary,no,330,no,no,cellular,3,jul,264,1,80,1,success,yes
10958,10958,53,services,married,unknown,no,257,yes,no,unknown,5,may,209,2,-1,0,unknown,no
1622,1622,51,management,married,tertiary,no,4917,no,no,cellular,23,apr,113,1,-1,0,unknown,yes
813,813,61,management,married,secondary,no,985,no,no,cellular,18,aug,998,6,-1,0,unknown,yes
2842,2842,30,admin.,single,secondary,no,914,yes,no,cellular,28,oct,524,3,272,1,failure,yes
9049,9049,51,blue-collar,married,primary,no,0,no,no,unknown,9,jun,166,2,-1,0,unknown,no
428,428,25,blue-collar,single,primary,no,2483,no,no,cellular,10,jul,1499,3,-1,0,unknown,yes
6211,6211,42,admin.,married,primary,no,1547,yes,yes,unknown,27,may,272,3,-1,0,unknown,no
634,634,59,retired,divorced,secondary,no,679,no,no,cellular,30,jul,761,4,-1,0,unknown,yes
4062,4062,52,management,married,secondary,no,335,no,no,cellular,21,oct,411,1,182,1,failure,yes
2387,2387,40,technician,single,tertiary,no,431,no,no,cellular,7,jul,180,2,-1,0,unknown,yes
4321,4321,39,blue-collar,married,primary,no,118,no,no,cellular,3,feb,906,1,-1,0,unknown,yes
9276,9276,39,unknown,single,unknown,no,0,no,no,telephone,28,jan,28,1,-1,0,unknown,no
3530,3530,75,retired,married,tertiary,no,6027,no,no,cellular,14,may,809,1,179,4,success,yes
3412,3412,38,technician,married,secondary,no,497,no,no,unknown,14,apr,173,1,-1,0,unknown,yes
4842,4842,67,retired,divorced,secondary,no,704,no,no,cellular,6,may,613,1,87,3,success,yes
7854,7854,73,retired,married,tertiary,no,2575,no,no,cellular,17,aug,152,1,-1,0,unknown,no
6775,6775,35,blue-collar,married,tertiary,no,1016,yes,no,cellular,17,jul,294,2,-1,0,unknown,no
9251,9251,35,management,married,secondary,no,839,yes,no,unknown,23,may,50,3,-1,0,unknown,no
1968,1968,48,blue-collar,married,primary,no,214,yes,yes,cellular,14,may,307,1,177,2,failure,yes
6745,6745,32,blue-collar,married,secondary,no,2263,no,no,cellular,7,may,113,2,-1,0,unknown,no
2290,2290,35,housemaid,single,primary,no,745,no,no,telephone,5,jun,522,3,-1,0,unknown,yes
5200,5200,53,management,married,secondary,no,2693,no,no,cellular,5,mar,90,1,104,1,failure,yes
5445,5445,44,technician,married,secondary,no,1901,no,no,cellular,6,aug,165,2,-1,0,unknown,no
148,148,59,retired,single,secondary,no,351,yes,no,unknown,27,may,1063,5,-1,0,unknown,yes
9617,9617,49,technician,married,secondary,no,308,no,no,cellular,27,jul,266,5,-1,0,unknown,no
391,391,33,entrepreneur,divorced,tertiary,no,37,no,yes,cellular,8,jul,1082,1,-1,0,unknown,yes
11094,11094,57,unemployed,married,primary,no,2743,no,no,cellular,29,jan,89,1,-1,0,unknown,no
11154,11154,52,technician,married,tertiary,no,523,yes,yes,cellular,8,jul,113,1,-1,0,unknown,no
7855,7855,44,technician,married,secondary,no,7649,no,no,cellular,20,aug,188,6,-1,0,unknown,no
8590,8590,24,admin.,single,secondary,no,172,no,no,cellular,3,feb,114,1,-1,0,unknown,no
1230,1230,30,services,single,secondary,no,1599,no,no,cellular,11,feb,152,2,-1,0,unknown,yes
5810,5810,34,technician,married,secondary,no,1026,no,no,cellular,12,nov,319,1,100,6,failure,no
83,83,24,technician,single,secondary,no,409,yes,no,unknown,16,may,912,1,-1,0,unknown,yes
9167,9167,33,management,single,tertiary,no,561,no,no,cellular,7,apr,104,1,-1,0,unknown,no
1283,1283,26,admin.,single,tertiary,no,313,no,yes,cellular,26,feb,210,2,-1,0,unknown,yes
1845,1845,42,unemployed,married,secondary,no,356,yes,no,cellular,7,may,787,3,356,2,failure,yes
4474,4474,40,student,single,secondary,no,595,yes,no,cellular,3,jun,406,2,-1,0,unknown,yes
3635,3635,25,student,single,secondary,no,1957,no,no,cellular,24,jun,1207,4,385,1,failure,yes
4102,4102,60,services,married,tertiary,no,4256,yes,no,cellular,16,nov,200,1,92,4,success,yes
2209,2209,32,admin.,married,tertiary,no,653,no,no,cellular,2,jun,84,1,-1,0,unknown,yes
2823,2823,76,retired,married,secondary,no,4112,no,no,telephone,23,oct,282,2,-1,0,unknown,yes
7480,7480,54,retired,divorced,primary,no,22,no,no,unknown,20,jun,23,4,-1,0,unknown,no
8242,8242,40,management,married,tertiary,no,0,yes,no,cellular,2,feb,279,1,-1,0,unknown,no
3930,3930,37,management,married,tertiary,no,6771,no,no,cellular,7,sep,337,1,186,1,success,yes
2658,2658,26,management,single,tertiary,no,1094,yes,no,cellular,8,sep,137,1,-1,0,unknown,yes
3352,3352,35,technician,single,secondary,no,1227,no,no,cellular,18,mar,593,4,90,6,other,yes
10617,10617,41,technician,married,secondary,no,1788,no,no,cellular,28,aug,222,1,-1,0,unknown,no
1564,1564,42,admin.,divorced,secondary,no,527,no,yes,cellular,20,apr,112,1,-1,0,unknown,yes
9577,9577,40,technician,single,secondary,no,822,yes,yes,cellular,29,jan,155,2,245,3,failure,no
9736,9736,35,admin.,single,primary,no,8,yes,no,unknown,16,may,148,18,-1,0,unknown,no
5390,5390,35,technician,married,secondary,no,1144,no,no,cellular,20,aug,197,13,-1,0,unknown,no
9263,9263,55,technician,married,tertiary,no,11,no,no,cellular,21,aug,588,2,-1,0,unknown,no
9411,9411,31,technician,single,secondary,no,354,no,yes,cellular,22,aug,186,2,-1,0,unknown,no
7226,7226,41,management,divorced,tertiary,no,4567,yes,yes,cellular,16,jul,106,1,-1,0,unknown,no
8248,8248,28,student,single,secondary,no,231,yes,no,cellular,8,may,55,1,-1,0,unknown,no
8927,8927,41,technician,married,secondary,no,1043,yes,yes,unknown,14,may,225,1,-1,0,unknown,no
6313,6313,39,admin.,divorced,secondary,no,399,yes,yes,cellular,14,aug,133,2,-1,0,unknown,no
8095,8095,52,blue-collar,married,secondary,no,408,no,no,cellular,29,jan,338,2,-1,0,unknown,no
9353,9353,32,management,married,tertiary,no,628,no,no,cellular,30,apr,280,1,-1,0,unknown,no
3455,3455,37,unemployed,single,secondary,no,2722,no,no,telephone,27,apr,426,2,179,3,other,yes
2933,2933,71,retired,married,primary,no,2600,no,no,cellular,13,nov,186,2,98,1,success,yes
8825,8825,33,services,married,secondary,no,22,yes,no,unknown,5,may,71,1,-1,0,unknown,no
10348,10348,33,blue-collar,married,secondary,no,1134,yes,no,unknown,23,may,304,2,-1,0,unknown,no
3896,3896,57,retired,married,tertiary,no,1269,no,no,cellular,31,aug,1120,1,-1,0,unknown,yes
7705,7705,51,management,married,tertiary,no,656,yes,no,cellular,25,jul,268,2,-1,0,unknown,no
499,499,46,housemaid,divorced,primary,no,2084,yes,no,cellular,18,jul,1081,2,-1,0,unknown,yes
3215,3215,52,management,married,tertiary,no,4675,no,no,cellular,12,feb,181,3,-1,0,unknown,yes
2127,2127,35,technician,single,secondary,no,27,yes,no,cellular,25,may,214,1,305,1,other,yes
6360,6360,34,management,married,tertiary,no,0,yes,yes,cellular,10,jul,129,1,-1,0,unknown,no
5328,5328,41,management,married,tertiary,no,653,yes,no,telephone,17,nov,60,2,-1,0,unknown,no
6959,6959,29,self-employed,married,tertiary,no,242,yes,no,cellular,18,jul,73,4,-1,0,unknown,no
737,737,35,management,married,tertiary,no,43,no,no,cellular,11,aug,917,4,-1,0,unknown,yes
4531,4531,46,self-employed,single,secondary,no,526,no,no,cellular,30,apr,523,1,87,2,other,yes
5665,5665,42,services,married,secondary,no,1165,yes,no,cellular,18,may,485,6,-1,0,unknown,no
10607,10607,44,self-employed,married,secondary,no,304,yes,no,telephone,9,feb,15,5,-1,0,unknown,no
8562,8562,49,housemaid,married,primary,no,78,no,no,telephone,10,jul,139,1,-1,0,unknown,no
7145,7145,41,blue-collar,married,primary,no,512,yes,no,unknown,6,may,233,2,-1,0,unknown,no
8808,8808,43,blue-collar,married,unknown,no,245,yes,no,cellular,16,apr,829,1,-1,0,unknown,no
4582,4582,33,services,married,secondary,no,227,yes,yes,cellular,13,aug,477,2,-1,0,unknown,yes
9838,9838,39,blue-collar,single,secondary,no,1170,no,no,unknown,6,jun,383,1,-1,0,unknown,no
5359,5359,35,management,single,tertiary,no,3,yes,yes,cellular,6,feb,217,1,-1,0,unknown,no
2827,2827,57,technician,married,secondary,no,254,no,no,cellular,27,oct,207,1,-1,0,unknown,yes
6915,6915,29,housemaid,married,primary,no,417,no,no,cellular,23,jul,108,2,-1,0,unknown,no
7180,7180,34,admin.,divorced,secondary,no,67,yes,no,unknown,6,may,90,1,-1,0,unknown,no
10780,10780,30,services,single,tertiary,no,803,no,no,cellular,30,apr,243,1,-1,0,unknown,no
6444,6444,46,technician,married,secondary,yes,289,no,no,unknown,7,may,51,3,-1,0,unknown,no
8397,8397,32,entrepreneur,married,unknown,no,73,yes,no,cellular,21,nov,158,1,135,1,failure,no
609,609,48,management,divorced,tertiary,no,2263,no,no,cellular,29,jul,874,2,-1,0,unknown,yes
5891,5891,31,admin.,single,secondary,no,626,yes,no,unknown,21,may,211,1,-1,0,unknown,no
5389,5389,25,technician,single,tertiary,no,640,yes,no,unknown,13,may,492,2,-1,0,unknown,no
1752,1752,33,technician,married,secondary,no,133,no,no,cellular,4,may,218,1,-1,0,unknown,yes
4722,4722,56,management,divorced,tertiary,no,4266,yes,no,unknown,17,jun,490,4,-1,0,unknown,yes
5639,5639,54,management,married,tertiary,no,1411,no,no,cellular,12,aug,56,2,-1,0,unknown,no
7811,7811,32,blue-collar,single,secondary,no,138,yes,no,cellular,15,may,215,2,-1,0,unknown,no
